epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,165.224,0.2894,1.51494,0.91985,0.00525,1,0.58056,0.39825,1.20854,3.06082,2.47808,0.0620941,9.4088e-05,9.4088e-05
40,169.563,0.3408,1.52215,1.02303,0.00525,1,0.58056,0.39825,1.20854,3.06082,2.47808,0.0610888,8.8842e-05,8.8842e-05
41,173.689,0.44147,1.83041,1.12282,0.00515,1,0.58056,0.39053,1.18742,3.02271,2.545,0.0600832,8.32e-05,8.32e-05
42,177.861,0.5154,1.88612,1.19899,0.00515,1,0.58056,0.39053,1.18742,3.02271,2.545,0.0590772,7.7162e-05,7.7162e-05
43,181.994,0.32766,1.65583,0.87709,0.00519,1,0.58056,0.37712,1.22552,3.03577,2.84521,0.0580707,7.0728e-05,7.0728e-05
44,186,0.39634,1.72244,1.09611,0.00519,1,0.58056,0.37712,1.22552,3.03577,2.84521,0.0570639,6.3898e-05,6.3898e-05
45,190.087,0.30997,1.56866,0.94961,0.00518,1,0.58042,0.37285,1.28226,3.06571,3.04748,0.0560567,5.6672e-05,5.6672e-05
46,194.237,0.29738,1.49231,0.92327,0.00518,1,0.58042,0.37285,1.28226,3.06571,3.04748,0.0550491,4.905e-05,4.905e-05
47,198.368,0.23511,1.68671,0.86946,0.00524,1,0.55673,0.35649,1.29952,3.08202,3.13191,0.054041,4.1032e-05,4.1032e-05
48,202.625,0.32054,1.50487,1.0027,0.00524,1,0.55673,0.35649,1.29952,3.08202,3.13191,0.0530326,3.2618e-05,3.2618e-05
49,206.99,0.25501,1.57368,0.92591,0.00513,1,0.58042,0.35796,1.31559,3.06562,3.21022,0.0520238,2.3808e-05,2.3808e-05
50,211.174,0.30388,1.38824,0.99104,0.00513,1,0.58042,0.35796,1.31559,3.06562,3.21022,0.0510146,1.4602e-05,1.4602e-05
1,4.619,1.83834,3.52466,2.23192,0.01472,1,0.20219,0.06626,0.91047,3.77619,1.97323,0.1,0,0
2,8.823,1.84599,3.57241,2.18994,0.00503,0.88889,0.09887,0.03046,1.09225,3.68688,2.00352,0.0990098,9.802e-06,9.802e-06
3,12.971,0.99995,3.06693,1.46696,0.0017,0.66667,0.03235,0.01618,1.09298,3.63894,2.08083,0.0980192,1.9208e-05,1.9208e-05
4,16.9926,0.93299,2.96144,1.45069,0.00988,1,0.12525,0.04656,1.24915,3.61152,2.47777,0.0970282,2.8218e-05,2.8218e-05
5,21.0101,0.81916,2.91444,1.37749,0.0094,0.77778,0.17533,0.03272,1.42146,3.55859,3.19977,0.0960368,3.6832e-05,3.6832e-05
6,25.0901,0.64869,2.70172,1.22323,0.01098,0.88889,0.22851,0.09431,1.62818,3.72992,3.15958,0.0950451,4.505e-05,4.505e-05
7,29.1311,0.69676,2.60509,1.2684,0.00548,1,0.32881,0.11914,1.45221,3.78713,3.07623,0.0940529,5.2872e-05,5.2872e-05
8,33.2632,0.52322,2.44053,1.12056,0.00504,1,0.2867,0.12595,1.51003,3.84169,3.095,0.0930603,6.0298e-05,6.0298e-05
9,37.3621,0.46134,2.44428,1.0492,0.00527,1,0.29874,0.08568,1.588,3.97859,3.03613,0.0920673,6.7328e-05,6.7328e-05
10,41.42,0.53272,2.34208,1.09398,0.00502,1,0.21899,0.08404,1.57649,3.91257,3.10781,0.091074,7.3962e-05,7.3962e-05
11,45.5469,0.50889,2.25856,1.11231,0.00479,1,0.24314,0.09194,1.55131,3.91435,3.07785,0.0900802,8.02e-05,8.02e-05
12,49.429,0.65366,2.62489,1.28003,0.00456,1,0.51581,0.16227,1.68211,3.87133,3.49258,0.089086,8.6042e-05,8.6042e-05
13,53.3555,0.46211,2.15933,0.99051,0.00442,1,0.50086,0.15482,1.73135,3.88615,3.70521,0.0880915,9.1488e-05,9.1488e-05
14,57.621,0.4046,2.05548,1.06171,0.00453,1,0.5941,0.21789,1.79128,3.99214,3.81389,0.0870965,9.6538e-05,9.6538e-05
15,61.9,0.4297,2.30348,1.06885,0.00422,1,0.52292,0.20318,1.83998,3.85712,3.93308,0.0861012,0.000101192,0.000101192
16,66.253,0.38803,1.90587,1.01632,0.00407,1,0.47148,0.22328,1.83724,3.7812,3.93796,0.0851054,0.00010545,0.00010545
17,70.358,0.46173,1.97882,1.04107,0.00369,1,0.52967,0.18215,2.03165,3.99957,3.81543,0.0841093,0.000109312,0.000109312
18,74.341,0.35393,1.91629,0.91812,0.00369,1,0.52967,0.18215,2.03165,3.99957,3.81543,0.0831128,0.000112778,0.000112778
19,78.333,0.35792,1.96505,0.91831,0.00361,1,0.38698,0.14787,2.4364,3.89019,4.04841,0.0821158,0.000115848,0.000115848
20,82.2747,0.40284,1.92927,1.07082,0.00361,1,0.38698,0.14787,2.4364,3.89019,4.04841,0.0811185,0.000118522,0.000118522
21,86.3194,0.42817,1.92504,1.00771,0.00349,1,0.35944,0.10591,2.7537,3.86083,4.07674,0.0801208,0.0001208,0.0001208
22,90.3814,0.4654,1.91861,1.05078,0.00349,1,0.35944,0.10591,2.7537,3.86083,4.07674,0.0791227,0.000122682,0.000122682
23,94.6903,0.5022,1.82921,0.99178,0.00344,1,0.35582,0.08785,2.91265,3.86159,4.01007,0.0781242,0.000124168,0.000124168
24,99.1403,0.39925,1.68329,0.93574,0.00344,1,0.35582,0.08785,2.91265,3.86159,4.01007,0.0771253,0.000125258,0.000125258
25,103.386,0.53592,1.94783,1.07931,0.00342,1,0.35715,0.04457,2.52887,3.67985,3.91808,0.076126,0.000125952,0.000125952
26,107.434,0.46328,1.81327,1.02354,0.00342,1,0.35715,0.04457,2.52887,3.67985,3.91808,0.0751263,0.00012625,0.00012625
27,111.463,0.47067,1.85581,1.09206,0.00355,1,0.38289,0.15012,2.02631,3.39565,3.77491,0.0741262,0.000126152,0.000126152
28,115.472,0.37847,1.87991,1.00374,0.00355,1,0.38289,0.15012,2.02631,3.39565,3.77491,0.0731257,0.000125658,0.000125658
29,119.553,0.34423,1.98597,1.02322,0.00384,1,0.60812,0.25553,1.8801,3.28101,3.59763,0.0721248,0.000124768,0.000124768
30,123.561,0.38316,1.81016,0.96366,0.00384,1,0.60812,0.25553,1.8801,3.28101,3.59763,0.0711235,0.000123482,0.000123482
31,127.625,0.42678,1.77327,0.98633,0.00411,1,0.51719,0.23958,1.67171,3.28274,3.42193,0.0701218,0.0001218,0.0001218
32,132.111,0.42935,1.76686,1.00895,0.00411,1,0.51719,0.23958,1.67171,3.28274,3.42193,0.0691197,0.000119722,0.000119722
33,136.133,0.37946,1.76473,1.05314,0.0044,1,0.76994,0.37037,1.59269,3.21968,3.47559,0.0681172,0.000117248,0.000117248
34,140.244,0.44114,1.81259,1.10744,0.0044,1,0.76994,0.37037,1.59269,3.21968,3.47559,0.0671144,0.000114378,0.000114378
35,144.515,0.34261,1.69293,0.9264,0.00477,1,0.82917,0.40081,1.67674,3.20524,3.58883,0.0661111,0.000111112,0.000111112
36,148.663,0.36144,1.63614,0.96493,0.00477,1,0.82917,0.40081,1.67674,3.20524,3.58883,0.0651075,0.00010745,0.00010745
37,152.949,0.36018,1.6346,1.02262,0.00546,1,0.82917,0.37045,1.76392,3.17838,3.61246,0.0641034,0.000103392,0.000103392
38,156.901,0.27418,1.60426,0.92304,0.00546,1,0.82917,0.37045,1.76392,3.17838,3.61246,0.0630989,9.8938e-05,9.8938e-05
39,161.029,0.31601,1.65202,0.93403,0.00573,1,0.61358,0.25289,1.6931,3.18897,3.48348,0.0620941,9.4088e-05,9.4088e-05
40,165.148,0.36677,1.66547,1.02787,0.00573,1,0.61358,0.25289,1.6931,3.18897,3.48348,0.0610888,8.8842e-05,8.8842e-05
41,169.157,0.37899,1.9643,1.0312,0.0057,1,0.58594,0.2237,1.64956,3.17772,3.38528,0.0600832,8.32e-05,8.32e-05
42,173.167,0.3865,2.05392,1.03027,0.0057,1,0.58594,0.2237,1.64956,3.17772,3.38528,0.0590772,7.7162e-05,7.7162e-05
43,177.339,0.29575,1.79979,0.92565,0.00561,1,0.50261,0.21786,1.51457,3.16583,3.12969,0.0580707,7.0728e-05,7.0728e-05
44,181.43,0.28887,1.80567,1.03359,0.00561,1,0.50261,0.21786,1.51457,3.16583,3.12969,0.0570639,6.3898e-05,6.3898e-05
45,185.497,0.33481,1.89928,0.98156,0.00558,1,0.47539,0.22456,1.42014,3.14425,2.89291,0.0560567,5.6672e-05,5.6672e-05
46,189.837,0.29174,1.70274,0.89994,0.00558,1,0.47539,0.22456,1.42014,3.14425,2.89291,0.0550491,4.905e-05,4.905e-05
47,194.016,0.26429,1.75117,0.87306,0.00522,1,0.53039,0.24826,1.28204,3.12357,2.68639,0.054041,4.1032e-05,4.1032e-05
48,198.339,0.30905,1.59917,0.92384,0.00522,1,0.53039,0.24826,1.28204,3.12357,2.68639,0.0530326,3.2618e-05,3.2618e-05
49,202.741,0.31986,1.76398,0.9993,0.005,1,0.58594,0.29884,1.23388,3.10936,2.80723,0.0520238,2.3808e-05,2.3808e-05
50,206.82,0.30909,1.67307,1.016,0.005,1,0.58594,0.29884,1.23388,3.10936,2.80723,0.0510146,1.4602e-05,1.4602e-05
1,4.687,1.83834,3.52466,2.23192,0.00536,1,0.31215,0.14729,1.01131,3.74768,2.05113,0.1,0,0
2,9.69952,1.32101,3.39352,1.74118,0.00336,1,0.35526,0.17643,1.08352,3.74231,1.99605,0.0990098,9.802e-06,9.802e-06
3,14.1575,0.89926,3.08181,1.45699,0.01308,1,0.20561,0.06546,1.49752,3.68034,2.40022,0.0980192,1.9208e-05,1.9208e-05
4,18.8416,0.79448,2.98259,1.34944,0.02014,1,0.08512,0.03064,1.64794,3.73871,2.64125,0.0970282,2.8218e-05,2.8218e-05
5,23.5206,0.74976,2.81607,1.26069,0.00432,1,0.11206,0.02303,1.49497,3.69812,2.70453,0.0960368,3.6832e-05,3.6832e-05
6,27.8446,0.76636,2.89198,1.38972,0.00373,1,0.03702,0.01669,1.48217,3.70452,2.7951,0.0950451,4.505e-05,4.505e-05
7,32.1896,0.72231,2.68186,1.27671,0.00415,1,0.0703,0.03619,1.48661,3.73273,2.85969,0.0940529,5.2872e-05,5.2872e-05
8,36.6966,0.53794,2.49221,1.11689,0.00251,0.83333,0.14722,0.08387,1.35576,3.82041,2.78505,0.0930603,6.0298e-05,6.0298e-05
9,41.2516,0.58853,2.409,1.15526,0.00418,1,0.21845,0.10404,1.27329,3.86834,2.83289,0.0920673,6.7328e-05,6.7328e-05
10,45.6526,0.64044,2.33764,1.13618,0.00421,1,0.09879,0.04561,1.21624,3.97614,2.7364,0.091074,7.3962e-05,7.3962e-05
11,49.7806,0.45623,2.21349,1.12658,0.00445,1,0.06359,0.02981,1.2962,4.34629,2.76695,0.0900802,8.02e-05,8.02e-05
12,54.0576,0.43784,2.27975,1.0407,0.00622,0.91667,0.07361,0.02667,1.61709,4.65165,3.23829,0.089086,8.6042e-05,8.6042e-05
13,58.4566,0.5273,2.12355,1.08701,0.01868,0.91667,0.1104,0.02774,2.33788,5.49167,3.75764,0.0880915,9.1488e-05,9.1488e-05
14,62.6306,0.38162,2.16497,1.01294,0.00144,0.75,0.14917,0.03701,2.63567,5.86825,4.0811,0.0870965,9.6538e-05,9.6538e-05
15,66.9346,0.41415,2.34196,1.07355,0.00152,0.75,0.1934,0.0536,2.9472,5.21019,4.14676,0.0861012,0.000101192,0.000101192
16,71.3306,0.40694,1.93908,1.03657,0.00156,0.75,0.16583,0.04506,3.03471,4.64078,4.11645,0.0851054,0.00010545,0.00010545
17,75.5096,0.39456,1.9826,1.01747,0.00145,0.75,0.23631,0.06951,2.63882,4.15115,3.61011,0.0841093,0.000109312,0.000109312
18,79.4996,0.40395,2.00896,0.98955,0.00145,0.75,0.23631,0.06951,2.63882,4.15115,3.61011,0.0831128,0.000112778,0.000112778
19,83.5836,0.46457,2.03692,1.1022,0.00147,0.75,0.14747,0.05633,2.18944,3.78199,3.28779,0.0821158,0.000115848,0.000115848
20,87.6906,0.47225,2.07204,1.1007,0.00147,0.75,0.14747,0.05633,2.18944,3.78199,3.28779,0.0811185,0.000118522,0.000118522
21,91.9316,0.41847,1.99377,1.06358,0.00449,1,0.19684,0.08334,1.79977,3.53248,2.87543,0.0801208,0.0001208,0.0001208
22,96.1936,0.36326,1.86935,0.94904,0.00449,1,0.19684,0.08334,1.79977,3.53248,2.87543,0.0791227,0.000122682,0.000122682
1,6.93908,1.94445,3.63503,2.45595,0.00301,0.8,0.04904,0.02327,1.45031,4.25421,2.98154,0.1,0,0
2,12.6161,1.245,3.37102,1.72234,0.00847,0.83333,0.07152,0.03292,0.99876,4.01407,2.12303,0.0990098,9.802e-06,9.802e-06
3,18.3141,0.93507,3.18295,1.50219,0.00332,0.6,0.03073,0.01431,1.51291,4.25168,2.29486,0.0980192,1.9208e-05,1.9208e-05
4,24.0511,0.82193,2.99384,1.39496,0.00047,0.4,0.00198,0.00053,2.18127,4.81718,2.84178,0.0970282,2.8218e-05,2.8218e-05
5,29.6441,0.65894,2.93352,1.25497,0.00094,0.4,0.00389,0.00084,2.85985,5.27083,3.35813,0.0960368,3.6832e-05,3.6832e-05
6,35.3251,0.56384,2.79513,1.26156,0.00062,0.4,0.01158,0.00267,3.06517,5.0164,3.64396,0.0950451,4.505e-05,4.505e-05
7,40.9501,0.53251,2.70189,1.15806,0.00061,0.4,0.01515,0.00263,3.21245,5.14518,3.82184,0.0940529,5.2872e-05,5.2872e-05
8,46.6241,0.58312,2.46446,1.19178,0.00061,0.4,0.02153,0.00324,3.2197,5.72562,3.8709,0.0930603,6.0298e-05,6.0298e-05
9,52.4481,0.49206,2.43054,1.12905,0.00039,0.25,0.02672,0.00443,3.22146,6.02901,3.75247,0.0920673,6.7328e-05,6.7328e-05
10,58.1731,0.46944,2.34444,1.07334,0.00047,0.3,0.01631,0.00222,3.15442,6.08611,3.62759,0.091074,7.3962e-05,7.3962e-05
11,64.0641,0.39567,2.32801,1.027,0.00047,0.3,0.0075,0.00108,3.57945,6.86051,3.83835,0.0900802,8.02e-05,8.02e-05
12,69.7691,0.42461,2.26735,1.02334,8e-05,0.05,0.00059,6e-05,3.89565,7.69146,3.85392,0.089086,8.6042e-05,8.6042e-05
13,75.6181,0.45632,2.19749,1.03843,7e-05,0.05,0.00054,0.00011,4.02731,9.15058,3.60328,0.0880915,9.1488e-05,9.1488e-05
14,81.2701,0.39638,2.31621,1.03751,7e-05,0.05,0.00112,0.00033,4.09384,8.75111,3.62837,0.0870965,9.6538e-05,9.6538e-05
15,86.9171,0.40976,2.28663,1.07424,7e-05,0.05,0.00448,0.00196,4.12333,8.81007,3.9254,0.0861012,0.000101192,0.000101192
16,92.6061,0.44241,2.32693,1.05941,7e-05,0.05,0.01228,0.00614,3.44374,7.77872,3.67953,0.0851054,0.00010545,0.00010545
17,98.5951,0.50493,2.32731,1.09062,7e-05,0.05,0.01228,0.00522,3.08206,6.42452,3.66133,0.0841093,0.000109312,0.000109312
18,104.244,0.43127,2.07056,1.03455,7e-05,0.05,0.01228,0.00522,3.08206,6.42452,3.66133,0.0831128,0.000112778,0.000112778
19,109.999,0.41681,2.13041,1.03224,0.00013,0.05,0.01638,0.00754,3.21839,5.52175,3.64067,0.0821158,0.000115848,0.000115848
20,115.773,0.33616,1.98125,0.99832,0.00013,0.05,0.01638,0.00754,3.21839,5.52175,3.64067,0.0811185,0.000118522,0.000118522
21,121.562,0.3889,2.06729,0.99584,0.00762,0.31667,0.02754,0.01198,3.24279,5.15591,3.72716,0.0801208,0.0001208,0.0001208
22,127.238,0.36807,1.97351,1.04264,0.00762,0.31667,0.02754,0.01198,3.24279,5.15591,3.72716,0.0791227,0.000122682,0.000122682
1,6.79396,1.40705,3.37656,1.87172,0.00354,1,0.30645,0.05861,2.70478,4.25281,4.4992,0.09901,1e-05,1e-05
2,12.782,1.18673,3.18486,1.60069,0.0029,0.8,0.2092,0.04597,2.36277,4.29315,3.94341,0.0970294,2.9406e-05,2.9406e-05
3,18.606,0.99801,2.98384,1.47327,0.00278,0.8,0.14651,0.03427,2.29962,4.76518,3.94305,0.095048,4.802e-05,4.802e-05
4,24.654,0.79564,2.63657,1.32969,0.00404,1,0.09442,0.02053,2.84595,4.89048,5.0562,0.0930658,6.5842e-05,6.5842e-05
5,30.535,0.69031,2.44696,1.26041,0.00335,0.8,0.35488,0.09042,3.18754,5.00522,5.77737,0.0910829,8.2872e-05,8.2872e-05
6,36.509,0.72011,2.59517,1.31585,0.00352,0.8,0.37905,0.09243,2.97924,5.37655,5.52137,0.0890991,9.911e-05,9.911e-05
7,42.292,0.77465,2.59216,1.33706,0.00336,0.8,0.36483,0.15676,2.71689,4.69972,5.4745,0.0871146,0.000114556,0.000114556
8,48.097,0.67781,2.38217,1.2018,0.00372,0.8,0.1003,0.03202,2.71012,4.69294,5.64554,0.0851292,0.00012921,0.00012921
9,53.915,0.70377,2.07171,1.17069,0.00558,0.6,0.23518,0.03515,3.0262,5.06868,5.84199,0.0831431,0.000143072,0.000143072
10,59.658,0.76938,2.20895,1.22592,0.00267,0.8,0.01605,0.00347,2.84824,4.62704,5.63651,0.0811561,0.000156142,0.000156142
11,65.438,0.72874,2.34366,1.28294,0.00206,0.6,0.02179,0.00754,2.4438,4.2731,5.098,0.0791684,0.00016842,0.00016842
12,71.354,0.63614,2.05235,1.16184,0.01085,0.8,0.17312,0.06037,2.24566,3.78762,4.95129,0.0771799,0.000179906,0.000179906
13,77.262,0.7502,2.15452,1.26852,0.01595,0.8,0.21914,0.06842,2.31278,3.67889,5.07968,0.0751906,0.0001906,0.0001906
14,83.161,0.69708,2.05252,1.14098,0.00372,0.8,0.40463,0.14946,2.23201,3.52922,5.07002,0.0732005,0.000200502,0.000200502
15,89.057,0.5798,1.85181,1.06115,0.00294,0.8,0.27197,0.10168,2.39761,3.41247,5.22229,0.0712096,0.000209612,0.000209612
16,95.114,0.79846,1.97362,1.17238,0.00307,0.8,0.37147,0.12212,2.05984,3.65603,4.60165,0.0692179,0.00021793,0.00021793
17,101.158,0.71156,1.86045,1.24135,0.00321,0.8,0.48092,0.15912,1.92646,3.74753,4.32128,0.0672255,0.000225456,0.000225456
18,107.571,0.70298,1.83318,1.21583,0.00486,0.8,0.51408,0.19025,1.81934,3.71156,4.14097,0.0652322,0.00023219,0.00023219
19,113.678,0.59366,1.84341,1.16366,0.00499,0.8,0.56383,0.17022,1.72937,3.75189,3.85022,0.0632381,0.000238132,0.000238132
20,119.435,0.67139,1.68068,1.24416,0.00647,0.8,0.5373,0.18628,1.79975,3.73452,3.65231,0.0612433,0.000243282,0.000243282
21,125.234,0.60135,1.73565,1.16586,0.00731,0.8,0.42643,0.19172,1.70756,3.65927,3.2525,0.0592476,0.00024764,0.00024764
22,131.035,0.61432,1.81365,1.10876,0.01782,1,0.44821,0.25377,1.81358,3.31564,2.97226,0.0572512,0.000251206,0.000251206
23,136.961,0.76209,1.92794,1.26687,0.02097,1,0.4577,0.24068,1.73958,3.11889,2.75436,0.055254,0.00025398,0.00025398
24,142.779,0.59528,1.711,1.15154,0.02795,1,0.57568,0.28649,1.66665,3.07591,2.88,0.053256,0.000255962,0.000255962
25,148.744,0.63686,1.78423,1.18531,0.48256,0.6,0.50413,0.23182,1.69047,3.02787,3.03226,0.0512572,0.000257152,0.000257152
26,154.69,0.60615,1.69738,1.16942,0.55675,0.6,0.51408,0.22283,1.75765,3.01372,3.08191,0.0492576,0.00025755,0.00025755
27,160.479,0.57401,1.77372,1.17328,0.66192,0.2,0.61358,0.28143,1.85631,2.93248,3.35103,0.0472572,0.000257156,0.000257156
28,166.413,0.53494,1.53275,1.06699,0.66192,0.2,0.61358,0.28143,1.85631,2.93248,3.35103,0.045256,0.00025597,0.00025597
29,172.301,0.60866,1.59933,1.15587,0.46302,0.22841,0.58042,0.29205,1.78673,2.86189,3.50999,0.043254,0.000253992,0.000253992
30,178.441,0.55817,1.51167,1.06727,0.46983,0.25797,0.41458,0.20969,1.78997,2.73181,3.49277,0.0412512,0.000251222,0.000251222
31,184.317,0.5634,1.52356,1.08192,0.46983,0.25797,0.41458,0.20969,1.78997,2.73181,3.49277,0.0392477,0.00024766,0.00024766
32,190.127,0.59109,1.82763,1.14472,0.65887,0.21185,0.51408,0.27406,1.61281,2.69643,3.0417,0.0372433,0.000243306,0.000243306
33,195.871,0.55202,1.4826,1.04462,0.65393,0.2,0.61358,0.37138,1.47082,2.62614,2.77632,0.0352382,0.00023816,0.00023816
34,201.616,0.46512,1.45362,1.04499,0.65393,0.2,0.61358,0.37138,1.47082,2.62614,2.77632,0.0332322,0.000232222,0.000232222
35,207.466,0.48086,1.40157,1.03474,0.56452,0.46053,0.64675,0.42287,1.41449,2.49032,2.53406,0.0312255,0.000225492,0.000225492
36,213.241,0.51719,1.51251,1.06386,0.58699,0.6,0.74625,0.47919,1.39502,2.32733,2.42772,0.029218,0.00021797,0.00021797
37,218.943,0.67306,1.42691,1.08934,0.58699,0.6,0.74625,0.47919,1.39502,2.32733,2.42772,0.0272097,0.000209656,0.000209656
38,224.99,0.5524,1.43764,1.13389,0.54843,0.6,0.74625,0.46849,1.43022,2.16346,2.4212,0.0252006,0.00020055,0.00020055
39,230.931,0.49972,1.39433,1.07747,0.52617,0.8,0.61358,0.40142,1.36588,2.06423,2.27589,0.0231907,0.000190652,0.000190652
40,237.036,0.61667,1.37881,1.20656,0.52617,0.8,0.61358,0.40142,1.36588,2.06423,2.27589,0.02118,0.000179962,0.000179962
41,243.008,0.72229,1.87228,1.33416,0.28534,0.8,0.597,0.40486,1.36952,2.03966,2.31683,0.0191685,0.00016848,0.00016848
42,248.805,0.68971,1.68457,1.44147,0.28892,0.8,0.597,0.398,1.42499,2.04792,2.57659,0.0171562,0.000156206,0.000156206
43,254.525,0.5158,1.5564,1.15905,0.28892,0.8,0.597,0.398,1.42499,2.04792,2.57659,0.0151431,0.00014314,0.00014314
44,260.35,0.7618,1.75287,1.47799,0.29104,0.83925,0.63017,0.40807,1.55866,2.03559,2.98182,0.0131293,0.000129282,0.000129282
45,266.077,0.40455,1.50292,1.01601,0.29104,0.83925,0.63017,0.40807,1.55866,2.03559,2.98182,0.0111146,0.000114632,0.000114632
46,271.847,0.55373,1.7035,1.23988,0.47653,0.78837,0.63017,0.40146,1.68559,1.97411,3.33687,0.00909919,9.919e-05,9.919e-05
47,277.58,0.41512,1.42169,1.02165,0.47653,0.78837,0.63017,0.40146,1.68559,1.97411,3.33687,0.00708296,8.2956e-05,8.2956e-05
48,283.34,0.45248,1.67342,1.15332,0.35024,0.98017,0.66333,0.42136,1.73225,1.91488,3.49081,0.00506593,6.593e-05,6.593e-05
49,289.122,0.49169,1.63835,1.24102,0.35024,0.98017,0.66333,0.42136,1.73225,1.91488,3.49081,0.00304811,4.8112e-05,4.8112e-05
50,295.144,0.44016,1.72501,1.11318,0.32629,0.97844,0.66333,0.42139,1.73718,1.86495,3.50641,0.0010295,2.9502e-05,2.9502e-05
